"id","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
1125,"Weihnachtssongs","Let It Snow! Let It Snow! Let It Snow!",0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,"jazz"
1126,"CHRISTMAS TOP HITS 2022","Christmas Without You",0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,"rock"
1127,"Vaaqif","Aaftaab",58,233471,FALSE,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64e-05,0.105,0.418,106.887,4,"rock"
1128,"GODSPEED","GODSPEED",67,127200,FALSE,0.887,0.673,1,-5.576,1,0.138,0.309,0,0.174,0.759,100.012,4,"pop"
1129,"Rock n Roll Christmas","O Come All Ye Faithful",0,124653,FALSE,0.516,0.818,11,-6.076,1,0.0393,0.00701,0,0.337,0.769,121.907,4,"rock"
1130,"Metal Lives!","Ohms",0,250222,FALSE,0.112,0.978,4,-2.64,1,0.117,0.000108,0.0241,0.117,0.371,173.097,3,"rock"
1131,"Alternative Christmas 2022","Wintertime",0,228234,FALSE,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,"jazz"
1132,"BE","Dynamite",85,199053,FALSE,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,4,"pop"
1133,"Weihnachtslieder 2022","Merry Christmas",0,151387,FALSE,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,"rock"
1134,"It's Christmas, Let's Dance","Drummer Boy",0,225333,FALSE,0.752,0.85,8,-8.327,1,0.0819,0.025,0.000131,0.149,0.491,122.991,4,"pop"
1135,"All Out Alternative","I Write Sins Not Tragedies",5,187613,FALSE,0.565,0.792,9,-4.983,0,0.132,0.0913,0,0.114,0.639,170.076,4,"rock"
1136,"Christmas 2022","Frosty The Snowman",0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,"jazz"
1137,"Beginner Ride (Mixtape Vol. 1)","Thunder",2,187146,FALSE,0.601,0.824,0,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,"rock"
1138,"AM","Arabella",78,207356,FALSE,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,4,"rock"
1139,"Christmas Dinner","It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC",0,192420,FALSE,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,"jazz"
1140,"Fifty Shades Freed (Original Motion Picture Soundtrack)","Love Me Like You Do",79,253520,FALSE,0.489,0.597,5,-6.633,0,0.0292,0.27,0,0.105,0.324,95.012,4,"pop"
1141,"Christmas Dinner 2022","God Only Knows - Mono / 1997 Remastered",0,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,"rock"
1142,"Christmas Only: The Timeless Classic Collection","Here Comes Santa Claus",0,157213,FALSE,0.656,0.366,0,-9.548,1,0.0446,0.94,1.33e-05,0.219,0.823,184.436,4,"jazz"
1143,"Dire Straits","Sultans Of Swing",81,348400,FALSE,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,4,"rock"
1144,"Alternative Christmas 2022","The Dying Light - Winter Edit",0,215493,FALSE,0.459,0.606,10,-5.694,1,0.038,0.296,8.37e-05,0.113,0.234,129.142,4,"rock"
1145,"So High","So High",72,218666,FALSE,0.538,0.763,11,-6.346,0,0.205,0.0152,0,0.109,0.484,180.002,4,"pop"
1146,"Kurumugil [From ""Sita Ramam (Tamil)""]","Kurumugil (From ""Sita Ramam (Tamil)"")",68,218808,FALSE,0.416,0.343,4,-10.995,1,0.0664,0.514,0,0.106,0.578,149.791,3,"pop"
1147,"Pop Christmas 2022","Mistletoe",0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,"pop"
1148,"Staying Alive (Original Motion Picture Soundtrack)","Stayin' Alive",77,92866,FALSE,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,4,"rock"
1149,"Made In The A.M. (Deluxe Edition)","Drag Me Down",80,192120,FALSE,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,4,"pop"
1150,"My Dear Melancholy,","Call Out My Name",89,228373,FALSE,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,3,"pop"
1151,"Fantastic Magic","unravel",73,238360,FALSE,0.508,0.889,7,-2.755,0,0.0862,0.0495,0,0.0984,0.332,135.014,4,"rock"
1152,"Duniyaa (From ""Luka Chuppi"")","Duniyaa (From ""Luka Chuppi"")",74,222500,FALSE,0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,4,"pop"
1153,"Christmas Dinner 2022","Christmas Don't Be Late",0,160293,FALSE,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,"jazz"
1154,"Night Visions","It's Time",72,240306,FALSE,0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.144,0.86,105.009,4,"rock"
1155,"Tek It - New Noise","Blinding Lights",0,193151,FALSE,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48e-05,0.0743,0.61,171.016,4,"rock"
1156,"Christmas Best Hits 2022","Rudolph, The Red-Nosed Reindeer - Remastered",0,138400,FALSE,0.494,0.18,7,-17.928,1,0.0332,0.908,0,0.0868,0.87,136.263,4,"jazz"
1157,"AM","Do I Wanna Know?",88,272394,FALSE,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,"rock"
1158,"Halloween Party 2022","Square Hammer",0,239293,FALSE,0.529,0.903,2,-4.396,0,0.0483,3.31e-05,0.182,0.259,0.746,129.986,4,"rock"
1159,"Love, Ella","Dream A Little Dream Of Me - Single Version",66,185160,FALSE,0.443,0.104,0,-17.042,1,0.101,0.913,0,0.191,0.394,76.497,4,"jazz"
1160,"This Is Why - This Is Rock","Tippa My Tongue",0,260808,FALSE,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,"rock"
1161,"Beste Weihnachtslieder","Christmas Time",0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,"rock"
1162,"Holiday Anthems 2022","Mistletoe",2,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,"pop"
1163,"Rockstar","Phir Se Ud Chala",66,268833,FALSE,0.647,0.656,11,-8.632,1,0.0354,0.657,0.000163,0.343,0.453,119.965,4,"pop"
1164,"Tu/You - Spotify Singles","Tu / You",71,142511,FALSE,0.717,0.471,9,-7.971,1,0.0348,0.792,1.24e-06,0.327,0.426,110.026,4,"pop"
1165,"Insane","Insane",77,206060,FALSE,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55e-05,0.0975,0.304,98.967,4,"pop"
1166,"pov: it's 2020","Intentions",0,212868,FALSE,0.813,0.554,9,-6.631,1,0.0544,0.315,0,0.105,0.86,148.011,4,"pop"
1167,"80's","Once in a Lifetime - 2005 Remaster",0,259906,FALSE,0.644,0.919,2,-6.289,1,0.0561,0.179,0.135,0.622,0.87,117.458,4,"rock"
1168,"Christmas Classics","Frosty The Snowman",0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,"jazz"
1169,"Rock Christmas 2022 - The Very Best Of","Joy To The World - Remastered 1999",0,84986,FALSE,0.553,0.337,10,-10.334,1,0.0303,0.818,0,0.113,0.664,102.213,4,"jazz"
1170,"Classic Christmas Music 2022","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
1171,"Chupana Bhi Nahi Aata (Recreated Version)","Chupana Bhi Nahi Aata - Recreated Version",66,178598,FALSE,0.602,0.249,2,-9.264,0,0.0287,0.725,0,0.243,0.274,131.814,3,"pop"
1172,"Tutti in piscina Canzoni per bambini","Good Time",0,205647,FALSE,0.569,0.899,3,-3.757,1,0.15,0.0304,3.86e-06,0.424,0.625,126.054,4,"rock"
1173,"Christmas Background Music","What Child Is This",0,141533,FALSE,0.346,0.202,5,-19.605,0,0.0337,0.968,0.922,0.17,0.508,86.555,4,"jazz"
1174,"Kedarnath","Namo Namo",71,322250,FALSE,0.648,0.711,4,-6.216,1,0.0304,0.436,0,0.121,0.33,119.935,4,"pop"
1175,"Santa Claus Is Coming To Town","Christmas Without You",0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,"rock"
1176,"Perfect Christmas Hits","Merry Christmas Darling",0,200240,FALSE,0.544,0.291,0,-13.898,1,0.0274,0.714,0.000288,0.0963,0.168,75.945,4,"rock"
1177,"All I want For Christmas Is Music","It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC",0,192420,FALSE,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,"jazz"
1178,"Cuddle Up Christmas","Christmas Lights",1,242495,FALSE,0.315,0.418,7,-9.146,1,0.0299,0.131,0.000679,0.0836,0.237,129.116,4,"pop"
1179,"Anthems for Witches 2022","Behind My Camel - Remastered 2003",0,173600,FALSE,0.509,0.326,0,-9.59,0,0.0254,0.0618,0.805,0.293,0.229,86.829,4,"rock"
1180,"A Brief Inquiry Into Online Relationships","Be My Mistake",73,256688,FALSE,0.572,0.155,6,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,3,"rock"
1181,"Calm Christmas","Have Yourself A Merry Little Christmas",0,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,"pop"
1182,"Home At Christmas","All I Want For Christmas (Is My Two Front Teeth)",0,151333,FALSE,0.771,0.158,6,-10.374,0,0.0621,0.895,0,0.144,0.504,130.072,4,"jazz"
1183,"Shaadi Mein Zaroor Aana (Original Motion Picture Soundtrack)","Jogi",67,273188,FALSE,0.651,0.562,9,-5.787,1,0.0302,0.601,0,0.121,0.607,81.029,4,"pop"
1184,"Srivalli (From ""Pushpa The Rise Part - 01"")","Srivalli (From ""Pushpa The Rise Part - 01"")",74,224072,FALSE,0.787,0.603,9,-4.781,1,0.034,0.435,0,0.101,0.743,106.984,4,"pop"
1185,"Christmas Music - Holiday Hits","(Because) It's Christmastime",0,200026,FALSE,0.711,0.742,11,-5.434,0,0.0294,0.172,0.000838,0.0502,0.73,100.053,4,"rock"
1186,"Best Christmas Music 2022","Sleigh Ride",0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,"jazz"
1187,"Lonely Christmas 2022","Christmas Without You",0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,"rock"
1188,"Baar Baar Dekho (Original Motion Picture Soundtrack)","Dariya",67,217992,FALSE,0.581,0.424,8,-6.616,1,0.0269,0.723,0,0.101,0.352,98.936,4,"pop"
1189,"Native","I Lived",71,234546,FALSE,0.593,0.851,9,-5.456,1,0.0446,0.0683,0,0.271,0.344,119.987,4,"rock"
1190,"Quiet Storm","Quiet Storm",65,124675,FALSE,0.613,0.526,7,-9.243,0,0.031,0.669,0.933,0.168,0.108,154.082,4,"jazz"
1191,"pov: you ride on santa's sleigh","White Christmas",0,181186,FALSE,0.415,0.212,8,-15.848,1,0.0318,0.785,0,0.325,0.338,92.988,4,"jazz"
1192,"Rustom (Original Motion Picture Soundtrack)","Dekha Hazaro Dafaa",65,207751,FALSE,0.411,0.277,7,-8.844,1,0.0305,0.903,0,0.209,0.345,143.768,3,"pop"
1193,"20s Love Songs","Love's Train",4,307014,FALSE,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,4,"pop"
1194,"Bareilly Ki Barfi","Nazm Nazm",71,226941,FALSE,0.62,0.627,7,-6.187,1,0.0307,0.497,0,0.133,0.557,82.008,4,"pop"
1195,"Holidays Are Coming","Deck The Halls",0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,"jazz"
1196,"Halloween 2022 Pop Vol. 5","Es Por Ti",1,251120,FALSE,0.694,0.761,4,-6.066,1,0.0263,0.176,3.63e-05,0.123,0.866,129.953,4,"rock"
1197,"20's Rock","Viva Las Vengeance",0,206580,FALSE,0.211,0.821,9,-5.423,0,0.0732,1.25e-05,0.0329,0.104,0.371,153.742,4,"rock"
1198,"East Side Flow","East Side Flow",66,224211,FALSE,0.767,0.867,4,-2.931,0,0.247,0.109,0,0.155,0.786,151.965,4,"pop"
1199,"A Merry Modern Christmas","All I Want For Christmas Is You",1,253388,FALSE,0.659,0.274,7,-11.686,0,0.186,0.694,0,0.148,0.479,127.862,4,"jazz"
1200,"Baarish Ki Jaaye","Baarish Ki Jaaye",63,251428,FALSE,0.524,0.765,3,-2.625,0,0.184,0.319,0,0.332,0.475,157.487,3,"pop"
